"행정구역별(읍면동)","연령별","시점","총인구(명)","총인구_남자(명)","총인구_여자(명)","총인구_성비","내국인(명)","내국인_남자(명)","내국인_여자(명)","내국인_성비",
"전라북도","35~39세","2017 년","120108","62003","58105","106.7","116625","59943","56682","105.8",
"전라북도","35~39세","2018 년","118600","61118","57482","106.3","114323","58725","55598","105.6",
"전라북도","35~39세","2019 년","114218","58694","55524","105.7","109269","55986","53283","105.1",
"전라북도","35~39세","2020 년","107281","55044","52237","105.4","102185","52268","49917","104.7",
"전라북도","35~39세","2021 년","101130","51697","49433","104.6","96120","49013","47107","104",
"전라북도","35~39세","2022 년","94712","48683","46029","105.8","89067","45519","43548","104.5",
"전라북도","35~39세","2023 년","90756","46899","43857","106.9","83756","42744","41012","104.2",
"전라북도","40~44세","2015 년","143138","74161","68977","107.5","140823","72828","67995","107.1",
"전라북도","40~44세","2016 년","136336","70471","65865","107","134006","69142","64864","106.6",
"전라북도","40~44세","2017 년","131711","67634","64077","105.6","129326","66308","63018","105.2",
"전라북도","40~44세","2018 년","125991","64585","61406","105.2","123220","63137","60083","105.1",
"전라북도","40~44세","2019 년","120833","61886","58947","105","117525","60152","57373","104.8",
"전라북도","40~44세","2020 년","120614","61651","58963","104.6","117182","59881","57301","104.5",
"전라북도","40~44세","2021 년","119858","61185","58673","104.3","116363","59426","56937","104.4",
"전라북도","40~44세","2022 년","119659","61091","58568","104.3","115803","59056","56747","104.1",
"전라북도","40~44세","2023 년","118867","60845","58022","104.9","114158","58336","55822","104.5",
"전라북도","45~49세","2015 년","146666","75918","70748","107.3","144419","74826","69593","107.5",
"전라북도","45~49세","2016 년","149650","77422","72228","107.2","147359","76262","71097","107.3",
"전라북도","45~49세","2017 년","150192","77962","72230","107.9","147780","76754","71026","108.1",
"전라북도","45~49세","2018 년","148594","76927","71667","107.3","146033","75651","70382","107.5",
"전라북도","45~49세","2019 년","147802","76470","71332","107.2","144933","75035","69898","107.3",
"전라북도","45~49세","2020 년","143786","74113","69673","106.4","141239","72939","68300","106.8",
"전라북도","45~49세","2021 년","136383","69943","66440","105.3","133848","68767","65081","105.7",
"전라북도","45~49세","2022 년","132136","67424","64712","104.2","129596","66272","63324","104.7",
"전라북도","45~49세","2023 년","126891","64831","62060","104.5","123870","63425","60445","104.9",
"전라북도","50~54세","2015 년","145400","74578","70822","105.3","143272","73628","69644","105.7",
"전라북도","50~54세","2016 년","141728","73288","68440","107.1","139518","72249","67269","107.4",
"전라북도","50~54세","2017 년","140178","72239","67939","106.3","137980","71221","66759","106.7",
"전라북도","50~54세","2018 년","142504","73368","69136","106.1","140365","72421","67944","106.6",
"전라북도","50~54세","2019 년","146460","75420","71040","106.2","143988","74225","69763","106.4",
"전라북도","50~54세","2020 년","148011","76304","71707","106.4","145776","75336","70440","107",
"전라북도","50~54세","2021 년","150432","77417","73015","106","148238","76461","71777","106.5",
"전라북도","50~54세","2022 년","150934","78015","72919","107","148643","76980","71663","107.4",
"전라북도","50~54세","2023 년","150209","77538","72671","106.7","147459","76234","71225","107",
"전라북도","55~59세","2015 년","141381","70761","70620","100.2","139815","70022","69793","100.3",
"전라북도","55~59세","2016 년","148028","73974","74054","99.9","146522","73283","73239","100.1",
"전라북도","55~59세","2017 년","150771","75531","75240","100.4","149229","74847","74382","100.6",
"전라북도","55~59세","2018 년","152161","76491","75670","101.1","150558","75790","74768","101.4",
"전라북도","55~59세","2019 년","149653","75865","73788","102.8","147775","74960","72815","102.9",
"전라북도","55~59세","2020 년","145176","74026","71150","104","143414","73281","70133","104.5",
"전라북도","55~59세","2021 년","141576","72797","68779","105.8","139749","72019","67730","106.3",
"전라북도","55~59세","2022 년","140738","72149","68589","105.2","138896","71340","67556","105.6",
"전라북도","55~59세","2023 년","143957","73731","70226","105","141827","72795","69032","105.5",
"전라북도","60~64세","2015 년","108527","53536","54991","97.4","107614","53098","54516","97.4",
"전라북도","60~64세","2016 년","114907","56920","57987","98.2","113955","56446","57509","98.2",
"전라북도","60~64세","2017 년","120983","60096","60887","98.7","119906","59575","60331","98.7",
"전라북도","60~64세","2018 년","128339","63900","64439","99.2","127277","63395","63882","99.2",
"전라북도","60~64세","2019 년","133798","66591","67207","99.1","132659","66054","66605","99.2",
"전라북도","60~64세","2020 년","141250","70209","71041","98.8","140085","69686","70399","99",
"전라북도","60~64세","2021 년","148521","73674","74847","98.4","147379","73207","74172","98.7",
"전라북도","60~64세","2022 년","150482","74799","75683","98.8","149263","74303","74960","99.1",
"전라북도","60~64세","2023 년","153073","76572","76501","100.1","151668","75965","75703","100.3",
"전라북도","65~69세","2015 년","95361","45682","49679","92","94955","45466","49489","91.9",
"전라북도","65~69세","2016 년","97553","46831","50722","92.3","97098","46605","50493","92.3",
"전라북도","65~69세","2017 년","97786","46997","50789","92.5","97319","46757","50562","92.5",
"전라북도","65~69세","2018 년","97155","46717","50438","92.6","96706","46511","50195","92.7",
"전라북도","65~69세","2019 년","100965","48900","52065","93.9","100445","48648","51797","93.9",
"전라북도","65~69세","2020 년","106800","51870","54930","94.4","106269","51626","54643","94.5",
"전라북도","65~69세","2021 년","112693","54915","57778","95","112133","54649","57484","95.1",
"전라북도","65~69세","2022 년","118801","58301","60500","96.4","118151","57996","60155","96.4",
"전라북도","65~69세","2023 년","126201","62062","64139","96.8","125489","61742","63747","96.9",
"전라북도","70~74세","2015 년","82369","35424","46945","75.5","82176","35329","46847","75.4",
"전라북도","70~74세","2016 년","81216","35692","45524","78.4","81006","35593","45413","78.4",
"전라북도","70~74세","2017 년","78718","35658","43060","82.8","78503","35554","42949","82.8",
"전라북도","70~74세","2018 년","81196","37408","43788","85.4","80965","37298","43667","85.4",
"전라북도","70~74세","2019 년","84975","39365","45610","86.3","84706","39247","45459","86.3",
"전라북도","70~74세","2020 년","91573","42731","48842","87.5","91291","42617","48674","87.6",
"전라북도","70~74세","2021 년","93950","43946","50004","87.9","93655","43834","49821","88",
"전라북도","70~74세","2022 년","94089","44120","49969","88.3","93799","43997","49802","88.3",
"전라북도","70~74세","2023 년","93842","44072","49770","88.6","93509","43938","49571","88.6",
"전라북도","75~79세","2015 년","70038","27401","42637","64.3","69919","27351","42568","64.3",
"전라북도","75~79세","2016 년","71315","28124","43191","65.1","71207","28083","43124","65.1",
"전라북도","75~79세","2017 년","78204","31139","47065","66.2","78104","31105","46999","66.2",
"전라북도","75~79세","2018 년","77832","31280","46552","67.2","77741","31256","46485","67.2",
"전라북도","75~79세","2019 년","75849","30719","45130","68.1","75742","30681","45061","68.1",
"전라북도","75~79세","2020 년","74973","30672","44301","69.2","74864","30626","44238","69.2",
"전라북도","75~79세","2021 년","74278","31124","43154","72.1","74159","31074","43085","72.1",
"전라북도","75~79세","2022 년","72335","31425","40910","76.8","72193","31371","40822","76.8",
"전라북도","75~79세","2023 년","74684","33073","41611","79.5","74505","32998","41507","79.5",
"전라북도","80~84세","2015 년","46991","15777","31214","50.5","46940","15751","31189","50.5",
"전라북도","80~84세","2016 년","49965","17066","32899","51.9","49915","17041","32874","51.8",
"전라북도","80~84세","2017 년","52557","18276","34281","53.3","52491","18246","34245","53.3",
"전라북도","80~84세","2018 년","54685","19171","35514","54","54628","19149","35479","54",
"전라북도","80~84세","2019 년","56799","20255","36544","55.4","56730","20229","36501","55.4",
"전라북도","80~84세","2020 년","57322","20539","36783","55.8","57245","20521","36724","55.9",
"전라북도","80~84세","2021 년","58681","21334","37347","57.1","58602","21317","37285","57.2",
"전라북도","80~84세","2022 년","64916","23801","41115","57.9","64836","23778","41058","57.9",
"전라북도","80~84세","2023 년","64794","23981","40813","58.8","64701","23951","40750","58.8",
"전라북도","85~89세","2015 년","21550","5919","15631","37.9","21524","5909","15615","37.8",
"전라북도","85~89세","2016 년","23326","6319","17007","37.2","23304","6310","16994","37.1",
"전라북도","85~89세","2017 년","24932","6794","18138","37.5","24911","6784","18127","37.4",
"전라북도","85~89세","2018 년","26724","7481","19243","38.9","26702","7468","19234","38.8",
"전라북도","85~89세","2019 년","29195","8315","20880","39.8","29168","8298","20870","39.8",
"전라북도","85~89세","2020 년","32039","9408","22631","41.6","32016","9396","22620","41.5",
"전라북도","85~89세","2021 년","34528","10354","24174","42.8","34499","10344","24155","42.8",
"전라북도","85~89세","2022 년","35980","10931","25049","43.6","35948","10922","25026","43.6",
"전라북도","85~89세","2023 년","37595","11561","26034","44.4","37544","11546","25998","44.4",
"전라북도","90~94세","2015 년","6483","1510","4973","30.4","6471","1501","4970","30.2",
"전라북도","90~94세","2016 년","6883","1586","5297","29.9","6873","1580","5293","29.9",
"전라북도","90~94세","2017 년","7685","1775","5910","30","7681","1772","5909","30",
"전라북도","90~94세","2018 년","8587","1971","6616","29.8","8583","1969","6614","29.8",
"전라북도","90~94세","2019 년","9625","2232","7393","30.2","9612","2229","7383","30.2",
"전라북도","90~94세","2020 년","10844","2423","8421","28.8","10836","2422","8414","28.8",
"전라북도","90~94세","2021 년","11949","2706","9243","29.3","11938","2703","9235","29.3",
"전라북도","90~94세","2022 년","12553","2841","9712","29.3","12544","2837","9707","29.2",
"전라북도","90~94세","2023 년","13515","3099","10416","29.8","13501","3091","10410","29.7",
"전라북도","95~99세","2015 년","1420","222","1198","18.5","1416","220","1196","18.4",
"전라북도","95~99세","2016 년","1570","256","1314","19.5","1566","254","1312","19.4",
"전라북도","95~99세","2017 년","1828","325","1503","21.6","1828","325","1503","21.6",
"전라북도","95~99세","2018 년","2021","347","1674","20.7","2021","347","1674","20.7",
"전라북도","95~99세","2019 년","2007","366","1641","22.3","2005","366","1639","22.3",
"전라북도","95~99세","2020 년","2118","383","1735","22.1","2117","382","1735","22",
"전라북도","95~99세","2021 년","2214","400","1814","22.1","2212","399","1813","22",
"전라북도","95~99세","2022 년","2438","418","2020","20.7","2437","417","2020","20.6",
"전라북도","95~99세","2023 년","2778","477","2301","20.7","2776","477","2299","20.7",
"전라북도","100세이상","2015 년","151","15","136","11","151","15","136","11",
"전라북도","100세이상","2016 년","184","26","158","16.5","183","26","157","16.6",
"전라북도","100세이상","2017 년","211","27","184","14.7","210","27","183","14.8",
"전라북도","100세이상","2018 년","246","36","210","17.1","246","36","210","17.1",
